Attrition,Department,JobRole,OverTime,MonthlyIncome,YearsAtCompany,JobSatisfaction,JobLevel,BusinessTravel,Gender,RevenueLoss
No,Research & Development,Healthcare Representative,No,6812,10,1,2,Travel_Rarely,Female,572875.2979591837
No,Sales,Sales Executive,No,5171,6,4,2,Travel_Rarely,Female,434870.5469387755
No,Research & Development,Research Director,No,19740,8,4,5,Travel_Rarely,Male,1660093.7142857143
No,Research & Development,Manager,No,18711,1,3,5,Travel_Rarely,Male,1573556.9142857143
No,Research & Development,Research Scientist,No,3692,11,2,1,Travel_Frequently,Male,310489.66530612245
No,Research & Development,Laboratory Technician,No,2559,1,2,1,Travel_Rarely,Male,215206.6775510204
No,Research & Development,Research Scientist,No,2517,5,3,1,Travel_Rarely,Male,211674.56326530612
No,Research & Development,Healthcare Representative,Yes,6623,6,4,2,Travel_Rarely,Male,556980.7836734694
No,Research & Development,Research Director,No,18265,1,4,5,Travel_Rarely,Male,1536049.224489796
No,Research & Development,Research Director,No,16124,7,4,4,Travel_Rarely,Female,1355995.493877551
No,Research & Development,Research Scientist,No,2585,1,3,1,Travel_Rarely,Female,217393.22448979592
No,Sales,Manager,No,18213,22,2,5,Travel_Rarely,Male,1531676.1306122448
No,Sales,Sales Executive,Yes,8380,9,3,3,Travel_Rarely,Male,704740.8979591837
No,Research & Development,Research Scientist,Yes,2994,1,4,1,Travel_Rarely,Female,251789.28979591836
No,Research & Development,Research Scientist,No,1223,1,3,1,Travel_Rarely,Male,102851.80408163265
Yes,Sales,Sales Representative,Yes,1118,1,4,1,Travel_Frequently,Male,94021.51836734694
No,Research & Development,Research Scientist,Yes,2875,8,4,1,Travel_Rarely,Male,241781.63265306124
Yes,Sales,Manager,Yes,18824,24,2,5,Travel_Rarely,Female,1583059.9836734694
No,Research & Development,Healthcare Representative,Yes,13577,33,2,4,Non-Travel,Male,1141797.9918367348
Yes,Research & Development,Laboratory Technician,No,2625,2,3,1,Travel_Frequently,Female,220757.14285714287
No,Sales,Manager,No,18789,11,2,5,Travel_Rarely,Female,1580116.5551020408
No,Sales,Sales Executive,Yes,4538,3,1,2,Travel_Rarely,Female,381636.5387755102
No,Sales,Manager,Yes,19847,29,2,5,Travel_Frequently,Male,1669092.1959183675
No,Research & Development,Manufacturing Director,No,10512,9,4,3,Travel_Rarely,Male,884037.7469387755
No,Research & Development,Laboratory Technician,No,4444,11,2,2,Travel_Frequently,Female,373731.3306122449
No,Research & Development,Laboratory Technician,Yes,2154,4,3,1,Travel_Frequently,Male,181147.00408163265
No,Research & Development,Manager,No,19190,25,1,5,Travel_Rarely,Male,1613839.836734694
No,Human Resources,Human Resources,No,4490,10,2,2,Travel_Frequently,Male,377599.8367346939
No,Research & Development,Research Scientist,Yes,3506,3,3,1,Travel_Rarely,Male,294847.4448979592
No,Research & Development,Research Scientist,Yes,2372,1,2,2,Travel_Rarely,Female,199480.35918367348
No,Sales,Sales Executive,No,10231,21,4,3,Travel_Rarely,Female,860406.2204081633
No,Research & Development,Manufacturing Director,Yes,5410,16,2,2,Travel_Rarely,Female,454969.9591836735
Yes,Research & Development,Healthcare Representative,No,7978,10,4,3,Travel_Rarely,Female,670933.518367347
No,Research & Development,Laboratory Technician,Yes,3867,2,4,1,Travel_Frequently,Male,325206.8081632653
No,Research & Development,Laboratory Technician,No,2838,7,3,1,Travel_Frequently,Female,238670.0081632653
No,Research & Development,Manufacturing Director,Yes,4695,8,3,2,Non-Travel,Female,394839.9183673469
Yes,Research & Development,Laboratory Technician,Yes,3339,7,3,1,Travel_Rarely,Female,280803.0857142857
No,Research & Development,Research Scientist,No,2080,3,1,1,Travel_Rarely,Male,174923.75510204083
No,Research & Development,Research Scientist,No,2096,2,2,1,Travel_Rarely,Female,176269.3224489796
No,Sales,Sales Executive,No,6209,10,4,2,Travel_Rarely,Male,522164.22857142857
No,Research & Development,Manager,No,18061,0,2,5,Travel_Frequently,Female,1518893.2408163266
No,Research & Development,Manager,Yes,17123,19,2,4,Travel_Rarely,Female,1440009.3551020408
No,Research & Development,Research Scientist,No,2372,2,3,1,Travel_Rarely,Male,199480.35918367348
Yes,Research & Development,Laboratory Technician,No,4883,10,3,2,Travel_Rarely,Male,410650.33469387755
Yes,Research & Development,Research Scientist,No,3904,5,1,1,Travel_Rarely,Male,328318.43265306123
No,Research & Development,Laboratory Technician,No,4627,9,4,2,Travel_Rarely,Female,389121.2571428571
No,Research & Development,Healthcare Representative,No,7094,7,3,3,Travel_Rarely,Female,596590.9224489796
No,Human Resources,Human Resources,No,3423,7,1,1,Travel_Rarely,Female,287867.3142857143
No,Research & Development,Laboratory Technician,No,6674,9,4,2,Non-Travel,Female,561269.7795918367
No,Research & Development,Research Director,Yes,16880,3,1,4,Travel_Rarely,Female,1419573.5510204083
Yes,Sales,Sales Executive,Yes,9094,5,2,3,Travel_Rarely,Male,764786.8408163266
Yes,Sales,Sales Executive,Yes,8446,8,2,3,Travel_Rarely,Male,710291.3632653061
No,Research & Development,Manager,Yes,11916,9,1,3,Travel_Rarely,Female,1002111.2816326531
No,Research & Development,Manufacturing Director,No,4534,8,3,2,Travel_Rarely,Male,381300.1469387755
No,Sales,Sales Executive,Yes,9852,10,3,3,Non-Travel,Female,828533.093877551
No,Sales,Sales Executive,No,6151,19,2,2,Non-Travel,Male,517286.5469387755
Yes,Sales,Sales Representative,Yes,2302,3,2,1,Travel_Frequently,Female,193593.50204081633
Yes,Research & Development,Laboratory Technician,No,2362,3,1,1,Travel_Rarely,Male,198639.37959183674
No,Research & Development,Manager,Yes,17861,20,3,4,Non-Travel,Male,1502073.648979592
No,Research & Development,Manager,No,19187,19,3,5,Travel_Rarely,Female,1613587.5428571429
No,Human Resources,Manager,No,19717,7,2,5,Travel_Rarely,Male,1658159.4612244898
No,Research & Development,Research Scientist,No,3544,4,3,1,Non-Travel,Male,298043.1673469388
No,Research & Development,Healthcare Representative,No,8500,9,4,3,Travel_Rarely,Male,714832.6530612245
No,Research & Development,Research Scientist,No,4661,9,4,2,Travel_Rarely,Male,391980.587755102
No,Sales,Sales Executive,No,4103,9,1,2,Travel_Frequently,Female,345053.9265306122
No,Research & Development,Research Scientist,Yes,4249,9,3,2,Travel_Frequently,Male,357332.22857142857
No,Human Resources,Manager,Yes,14026,33,2,4,Travel_Rarely,Male,1179557.9755102042
No,Sales,Sales Executive,No,6893,7,1,2,Travel_Rarely,Female,579687.2326530613
No,Sales,Sales Executive,No,6125,10,1,2,Travel_Rarely,Female,515100.0
No,Research & Development,Laboratory Technician,No,3669,3,4,1,Travel_Rarely,Male,308555.412244898
Yes,Research & Development,Manufacturing Director,Yes,10008,10,1,3,Travel_Rarely,Female,841652.3755102041
No,Research & Development,Laboratory Technician,No,2387,4,2,1,Travel_Rarely,Male,200741.82857142857
No,Sales,Sales Executive,No,4639,15,1,2,Travel_Frequently,Female,390130.43265306123
No,Research & Development,Manufacturing Director,No,7898,10,4,3,Travel_Rarely,Male,664205.6816326531
No,Sales,Sales Representative,No,2534,1,4,1,Travel_Rarely,Female,213104.22857142857
No,Research & Development,Manufacturing Director,No,13142,5,2,4,Travel_Rarely,Female,1105215.3795918368
No,Research & Development,Laboratory Technician,No,1611,0,4,1,Non-Travel,Female,135481.81224489797
No,Research & Development,Laboratory Technician,No,5363,9,4,2,Travel_Rarely,Female,451017.3551020408
No,Sales,Sales Executive,No,5071,6,4,2,Travel_Frequently,Male,426460.7510204082
Yes,Sales,Sales Executive,Yes,13695,19,3,4,Travel_Rarely,Male,1151721.5510204083
No,Research & Development,Manufacturing Director,Yes,13402,19,2,4,Travel_Rarely,Male,1127080.8489795919
No,Research & Development,Research Scientist,No,2029,5,3,1,Non-Travel,Female,170634.75918367348
No,Research & Development,Healthcare Representative,No,6377,12,3,2,Travel_Rarely,Female,536292.6857142857
No,Research & Development,Laboratory Technician,No,5429,8,3,2,Travel_Rarely,Male,456567.82040816324
Yes,Sales,Sales Representative,No,2785,1,4,1,Travel_Frequently,Female,234212.81632653062
Yes,Sales,Sales Executive,Yes,4614,4,3,2,Travel_Frequently,Female,388027.9836734694
No,Research & Development,Research Scientist,No,2610,4,3,1,Travel_Frequently,Male,219495.67346938775
No,Research & Development,Healthcare Representative,No,6687,14,4,2,Travel_Rarely,Female,562363.0530612245
No,Sales,Sales Executive,No,4724,5,1,2,Travel_Rarely,Male,397278.7591836735
Yes,Research & Development,Manufacturing Director,Yes,6179,10,3,2,Travel_Rarely,Male,519641.2897959184
No,Sales,Sales Executive,Yes,6120,5,4,2,Travel_Rarely,Male,514679.51020408166
No,Sales,Sales Executive,No,10596,4,2,3,Travel_Frequently,Male,891101.9755102041
No,Research & Development,Research Scientist,Yes,5467,6,4,2,Travel_Frequently,Female,459763.54285714286
No,Research & Development,Research Scientist,Yes,2996,6,3,1,Travel_Rarely,Male,251957.48571428572
No,Sales,Sales Executive,No,9998,5,4,2,Travel_Frequently,Male,840811.3959183673
No,Sales,Sales Executive,Yes,4078,3,2,2,Travel_Rarely,Male,342951.4775510204
No,Research & Development,Healthcare Representative,No,10920,6,3,3,Non-Travel,Male,918349.7142857143
No,Sales,Sales Executive,No,6232,3,3,2,Travel_Rarely,Male,524098.48163265304
No,Research & Development,Manufacturing Director,Yes,13247,5,3,4,Travel_Frequently,Female,1114045.6653061225
No,Research & Development,Research Scientist,Yes,4081,20,3,2,Travel_Rarely,Female,343203.77142857143
No,Sales,Sales Executive,Yes,5769,6,4,2,Travel_Rarely,Female,485161.12653061224
Yes,Research & Development,Research Scientist,Yes,2394,8,3,1,Travel_Rarely,Female,201330.51428571428
No,Research & Development,Research Scientist,No,3904,4,4,1,Travel_Rarely,Male,328318.43265306123
No,Human Resources,Manager,No,16799,20,1,4,Travel_Rarely,Female,1412761.6163265307
No,Research & Development,Laboratory Technician,No,2950,5,1,1,Travel_Rarely,Female,248088.97959183675
No,Research & Development,Laboratory Technician,No,3629,3,3,1,Travel_Rarely,Female,305191.49387755105
No,Research & Development,Manufacturing Director,No,9362,2,4,3,Travel_Frequently,Male,787325.093877551
No,Research & Development,Laboratory Technician,No,3229,3,4,1,Travel_Rarely,Male,271552.31020408164
No,Research & Development,Laboratory Technician,No,3578,7,1,1,Travel_Rarely,Male,300902.4979591837
No,Human Resources,Human Resources,No,7988,10,1,3,Travel_Rarely,Male,671774.4979591836
Yes,Research & Development,Laboratory Technician,No,4284,4,1,2,Travel_Frequently,Male,360275.65714285715
Yes,Research & Development,Healthcare Representative,Yes,7553,8,4,3,Travel_Frequently,Female,635191.8857142858
No,Research & Development,Research Director,No,17328,20,4,4,Travel_Rarely,Female,1457249.4367346938
No,Research & Development,Research Director,Yes,19701,9,1,5,Travel_Rarely,Female,1656813.893877551
No,Research & Development,Research Director,No,14732,7,4,4,Travel_Rarely,Male,1238931.1346938775
No,Sales,Sales Executive,Yes,9278,5,2,2,Travel_Rarely,Female,780260.8653061225
Yes,Sales,Sales Representative,No,1359,1,3,1,Travel_Frequently,Female,114289.12653061225
No,Sales,Sales Executive,No,4779,3,1,2,Travel_Rarely,Female,401904.1469387755
No,Research & Development,Research Director,No,16422,3,2,4,Travel_Rarely,Female,1381056.6857142858
No,Research & Development,Research Scientist,No,2996,4,1,1,Travel_Frequently,Male,251957.48571428572
Yes,Research & Development,Research Scientist,No,1261,1,2,1,Travel_Rarely,Female,106047.52653061225
No,Research & Development,Laboratory Technician,No,2099,5,1,1,Travel_Rarely,Male,176521.6163265306
No,Research & Development,Laboratory Technician,No,5810,10,4,2,Travel_Rarely,Male,488609.14285714284
No,Sales,Sales Executive,No,5647,3,1,2,Travel_Rarely,Female,474901.1755102041
No,Research & Development,Research Scientist,No,3420,6,4,1,Travel_Rarely,Male,287615.02040816325
Yes,Sales,Sales Representative,No,4400,3,1,1,Travel_Rarely,Male,370031.02040816325
No,Research & Development,Laboratory Technician,No,3500,6,3,1,Non-Travel,Male,294342.85714285716
No,Research & Development,Research Scientist,No,2066,3,1,1,Travel_Rarely,Female,173746.3836734694
No,Research & Development,Research Director,No,17169,20,3,4,Travel_Rarely,Female,1443877.8612244898
No,Sales,Sales Executive,Yes,4162,5,3,2,Travel_Rarely,Female,350015.70612244896
No,Sales,Sales Executive,No,9204,4,4,2,Travel_Rarely,Male,774037.6163265306
No,Research & Development,Laboratory Technician,No,3294,5,2,1,Travel_Rarely,Female,277018.6775510204
No,Research & Development,Research Scientist,Yes,2127,4,3,1,Travel_Rarely,Male,178876.35918367348
No,Research & Development,Laboratory Technician,No,3975,8,3,2,Non-Travel,Male,334289.38775510207
No,Sales,Sales Executive,No,10793,13,4,3,Travel_Rarely,Male,907669.2734693878
Yes,Sales,Sales Executive,No,10096,7,4,3,Travel_Rarely,Male,849052.9959183674
Yes,Research & Development,Laboratory Technician,Yes,3646,1,1,1,Non-Travel,Female,306621.1591836735
Yes,Research & Development,Manufacturing Director,No,7446,10,2,3,Travel_Frequently,Female,626193.4040816326
No,Research & Development,Healthcare Representative,Yes,10851,7,1,3,Travel_Rarely,Male,912546.9551020408
No,Human Resources,Human Resources,No,2109,3,2,1,Travel_Rarely,Female,177362.59591836735
Yes,Research & Development,Laboratory Technician,Yes,3722,2,4,1,Travel_Frequently,Male,313012.6040816327
No,Research & Development,Manufacturing Director,Yes,9380,3,4,3,Travel_Rarely,Male,788838.8571428572
No,Sales,Sales Executive,No,5486,2,1,2,Travel_Rarely,Male,461361.4040816327
Yes,Human Resources,Human Resources,No,2742,2,3,1,Travel_Rarely,Female,230596.60408163266
No,Research & Development,Research Director,No,13757,9,2,3,Non-Travel,Male,1156935.6244897959
No,Sales,Sales Executive,No,8463,5,1,2,Travel_Rarely,Male,711721.0285714286
No,Research & Development,Laboratory Technician,No,3162,5,3,1,Non-Travel,Male,265917.7469387755
No,Research & Development,Research Director,No,16598,9,2,4,Travel_Rarely,Male,1395857.9265306122
No,Research & Development,Healthcare Representative,No,6651,3,3,2,Travel_Rarely,Male,559335.5265306123
No,Research & Development,Research Scientist,No,2345,3,3,1,Travel_Rarely,Male,197209.7142857143
No,Research & Development,Research Scientist,No,3420,5,2,1,Travel_Rarely,Male,287615.02040816325
No,Sales,Sales Executive,No,4373,4,1,2,Travel_Frequently,Male,367760.37551020406
No,Sales,Sales Executive,No,4759,13,1,2,Travel_Rarely,Male,400222.18775510206
No,Sales,Sales Executive,No,5301,2,3,2,Travel_Rarely,Male,445803.2816326531
No,Research & Development,Laboratory Technician,No,3673,12,4,1,Travel_Frequently,Female,308891.80408163264
No,Sales,Sales Executive,No,4768,1,3,2,Travel_Frequently,Female,400979.0693877551
No,Research & Development,Research Scientist,No,1274,1,3,1,Non-Travel,Male,107140.8
No,Research & Development,Research Scientist,No,4900,12,3,2,Travel_Rarely,Male,412080.0
No,Research & Development,Healthcare Representative,No,10466,8,2,3,Travel_Rarely,Male,880169.2408163266
No,Research & Development,Research Director,No,17007,14,1,4,Travel_Frequently,Male,1430253.9918367348
Yes,Sales,Sales Representative,No,2909,3,3,1,Travel_Frequently,Male,244640.9632653061
Yes,Sales,Sales Executive,No,5765,5,2,2,Travel_Frequently,Female,484824.7346938776
Yes,Sales,Sales Executive,Yes,4599,15,2,2,Travel_Rarely,Female,386766.5142857143
No,Sales,Sales Representative,No,2404,1,3,1,Travel_Rarely,Male,202171.49387755102
Yes,Research & Development,Laboratory Technician,Yes,3172,0,1,1,Travel_Frequently,Male,266758.7265306123
No,Sales,Sales Representative,No,2033,1,2,1,Non-Travel,Female,170971.15102040817
No,Research & Development,Manufacturing Director,Yes,10209,2,3,3,Travel_Frequently,Male,858556.0653061224
No,Sales,Sales Executive,No,8620,10,3,2,Travel_Rarely,Male,724924.4081632653
No,Human Resources,Human Resources,No,2064,5,3,1,Travel_Rarely,Male,173578.18775510203
No,Research & Development,Healthcare Representative,Yes,4035,3,3,2,Travel_Rarely,Male,339335.2653061224
No,Research & Development,Laboratory Technician,No,3838,5,2,1,Travel_Rarely,Female,322767.9673469388
No,Sales,Sales Executive,Yes,4591,5,3,2,Travel_Rarely,Female,386093.7306122449
Yes,Research & Development,Laboratory Technician,No,2561,0,1,1,Travel_Frequently,Male,215374.87346938776
No,Research & Development,Research Scientist,No,1563,1,3,1,Travel_Rarely,Male,131445.11020408163
No,Sales,Sales Executive,No,4898,4,1,2,Travel_Frequently,Male,411911.80408163264
No,Research & Development,Laboratory Technician,No,4789,3,1,2,Travel_Rarely,Female,402745.12653061224
No,Research & Development,Laboratory Technician,No,3180,3,2,1,Travel_Frequently,Female,267431.51020408166
No,Research & Development,Manufacturing Director,No,6549,8,2,2,Travel_Rarely,Male,550757.5346938776
No,Research & Development,Healthcare Representative,Yes,6388,0,3,2,Travel_Rarely,Male,537217.7632653061
No,Research & Development,Manager,No,11244,5,4,3,Travel_Rarely,Male,945597.4530612245
No,Research & Development,Manager,No,16032,14,4,4,Travel_Frequently,Female,1348258.4816326532
Yes,Research & Development,Research Scientist,No,2362,9,1,1,Travel_Rarely,Male,198639.37959183674
No,Research & Development,Research Director,No,16328,20,1,4,Travel_Rarely,Male,1373151.4775510204
No,Research & Development,Manufacturing Director,No,8376,2,2,3,Travel_Rarely,Female,704404.506122449
No,Sales,Manager,No,16606,13,2,4,Travel_Rarely,Female,1396530.7102040816
No,Research & Development,Healthcare Representative,No,8606,11,2,3,Travel_Rarely,Female,723747.0367346939
No,Research & Development,Laboratory Technician,No,2272,4,3,2,Travel_Rarely,Male,191070.56326530612
Yes,Research & Development,Laboratory Technician,No,2018,5,1,1,Travel_Rarely,Male,169709.68163265305
No,Sales,Sales Executive,Yes,7083,10,3,3,Travel_Rarely,Male,595665.8448979591
Yes,Research & Development,Research Scientist,No,4084,7,3,1,Travel_Frequently,Female,343456.0653061225
No,Research & Development,Research Director,Yes,14411,32,4,4,Travel_Frequently,Male,1211935.6897959183
No,Sales,Sales Representative,Yes,2308,11,3,1,Travel_Rarely,Male,194098.08979591838
No,Research & Development,Laboratory Technician,No,4841,1,2,1,Travel_Rarely,Male,407118.22040816327
No,Research & Development,Research Scientist,No,4285,10,4,2,Travel_Rarely,Male,360359.7551020408
No,Research & Development,Healthcare Representative,No,9715,7,1,2,Travel_Rarely,Female,817011.6734693878
No,Research & Development,Manufacturing Director,No,4320,5,2,2,Travel_Rarely,Male,363303.1836734694
No,Research & Development,Research Scientist,No,2132,5,4,1,Travel_Rarely,Male,179296.84897959183
No,Research & Development,Healthcare Representative,Yes,10124,20,4,3,Travel_Frequently,Male,851407.7387755102
No,Sales,Sales Executive,No,5473,8,1,2,Travel_Rarely,Male,460268.1306122449
No,Research & Development,Laboratory Technician,Yes,5207,15,3,2,Travel_Rarely,Male,437898.0734693878
No,Human Resources,Manager,Yes,16437,21,4,4,Travel_Rarely,Male,1382318.1551020409
No,Research & Development,Laboratory Technician,No,2296,1,1,1,Travel_Rarely,Male,193088.9142857143
No,Research & Development,Healthcare Representative,Yes,4069,2,4,2,Non-Travel,Male,342194.5959183673
No,Research & Development,Healthcare Representative,No,7441,10,2,3,Travel_Rarely,Male,625772.9142857143
No,Sales,Sales Representative,No,2430,5,3,1,Travel_Rarely,Female,204358.04081632654
No,Research & Development,Research Scientist,No,5878,7,2,2,Travel_Rarely,Female,494327.80408163264
No,Sales,Sales Representative,Yes,2644,3,4,1,Travel_Rarely,Male,222355.00408163265
No,Sales,Sales Executive,No,6439,8,3,2,Travel_Rarely,Female,541506.7591836734
No,Research & Development,Research Scientist,No,2451,1,3,1,Travel_Rarely,Male,206124.09795918368
No,Sales,Sales Executive,No,6392,2,1,2,Travel_Rarely,Male,537554.1551020409
Yes,Sales,Sales Executive,No,9714,10,1,2,Travel_Rarely,Male,816927.5755102041
No,Human Resources,Human Resources,No,6077,6,3,2,Travel_Frequently,Male,511063.2979591837
No,Research & Development,Laboratory Technician,No,2450,3,1,1,Travel_Rarely,Male,206040.0
No,Sales,Sales Executive,No,9250,4,2,3,Travel_Rarely,Male,777906.1224489796
Yes,Research & Development,Laboratory Technician,Yes,2074,1,1,1,Travel_Rarely,Female,174419.16734693878
Yes,Research & Development,Manufacturing Director,No,10169,33,4,3,Travel_Rarely,Female,855192.1469387755
Yes,Research & Development,Manufacturing Director,No,4855,5,2,2,Travel_Rarely,Male,408295.5918367347
No,Research & Development,Research Scientist,No,4087,6,1,2,Non-Travel,Male,343708.35918367346
No,Research & Development,Research Scientist,No,2367,8,1,1,Travel_Rarely,Female,199059.8693877551
No,Research & Development,Research Scientist,No,2972,1,4,1,Travel_Rarely,Male,249939.13469387757
No,Sales,Manager,No,19586,36,4,5,Travel_Rarely,Male,1647142.6285714286
No,Research & Development,Research Scientist,No,5484,2,4,2,Travel_Rarely,Male,461193.2081632653
No,Research & Development,Research Scientist,No,2061,1,4,1,Travel_Rarely,Female,173325.89387755102
No,Sales,Sales Executive,No,9924,9,2,2,Travel_Rarely,Male,834588.1469387755
No,Sales,Sales Executive,No,4198,3,2,2,Travel_Rarely,Female,353043.2326530612
No,Sales,Sales Executive,No,6815,1,3,2,Travel_Rarely,Female,573127.5918367347
No,Research & Development,Laboratory Technician,Yes,4723,10,1,1,Travel_Rarely,Male,397194.6612244898
No,Research & Development,Healthcare Representative,Yes,6142,5,3,2,Travel_Rarely,Female,516529.66530612245
No,Sales,Sales Executive,No,8237,7,3,3,Travel_Rarely,Male,692714.8897959184
No,Research & Development,Healthcare Representative,No,8853,6,4,2,Travel_Frequently,Male,744519.2326530613
No,Sales,Manager,Yes,19331,1,3,5,Travel_Rarely,Male,1625697.648979592
No,Research & Development,Research Scientist,No,2073,2,3,1,Travel_Rarely,Male,174335.0693877551
No,Research & Development,Laboratory Technician,Yes,5562,3,1,2,Travel_Frequently,Male,467752.84897959186
No,Research & Development,Manager,No,19613,1,4,5,Travel_Rarely,Male,1649413.2734693878
No,Research & Development,Laboratory Technician,No,3407,10,3,2,Travel_Rarely,Male,286521.7469387755
No,Research & Development,Healthcare Representative,No,5063,8,3,2,Travel_Frequently,Male,425787.9673469388
No,Sales,Sales Executive,No,4639,5,1,2,Travel_Rarely,Female,390130.43265306123
No,Research & Development,Laboratory Technician,No,4876,6,2,1,Travel_Rarely,Male,410061.64897959185
No,Research & Development,Laboratory Technician,No,2690,1,4,1,Travel_Rarely,Male,226223.51020408163
No,Sales,Manager,No,17567,26,1,4,Travel_Rarely,Male,1477348.8489795919
Yes,Research & Development,Laboratory Technician,Yes,2408,1,2,1,Travel_Rarely,Male,202507.88571428572
No,Research & Development,Research Scientist,Yes,2814,4,3,1,Non-Travel,Female,236651.65714285715
No,Research & Development,Healthcare Representative,Yes,11245,30,3,4,Travel_Frequently,Male,945681.5510204082
No,Research & Development,Research Scientist,No,3312,3,4,1,Travel_Rarely,Female,278532.44081632653
No,Research & Development,Research Director,Yes,19049,22,4,5,Travel_Rarely,Female,1601982.024489796
No,Research & Development,Research Scientist,No,2141,6,2,1,Travel_Rarely,Male,180053.7306122449
No,Research & Development,Laboratory Technician,Yes,5769,10,1,2,Travel_Rarely,Female,485161.12653061224
No,Sales,Sales Executive,No,4385,10,1,2,Non-Travel,Male,368769.55102040817
No,Sales,Sales Executive,No,5332,5,1,2,Travel_Frequently,Male,448410.31836734695
No,Research & Development,Manufacturing Director,Yes,4663,3,3,2,Travel_Rarely,Female,392148.7836734694
No,Research & Development,Manufacturing Director,No,4724,9,4,2,Travel_Frequently,Male,397278.7591836735
No,Research & Development,Laboratory Technician,No,3211,9,1,1,Travel_Rarely,Female,270038.5469387755
No,Research & Development,Manufacturing Director,No,5377,7,1,2,Travel_Rarely,Male,452194.7265306123
No,Research & Development,Laboratory Technician,No,4066,7,1,1,Travel_Rarely,Male,341942.30204081634
No,Research & Development,Research Scientist,No,5208,16,1,2,Travel_Rarely,Male,437982.17142857146
No,Research & Development,Manufacturing Director,No,4877,5,1,2,Travel_Rarely,Female,410145.7469387755
No,Research & Development,Research Scientist,No,3117,2,4,1,Travel_Rarely,Male,262133.3387755102
Yes,Sales,Sales Representative,Yes,1569,0,4,1,Travel_Frequently,Female,131949.6979591837
No,Human Resources,Manager,No,19658,5,3,5,Travel_Rarely,Female,1653197.681632653
No,Research & Development,Laboratory Technician,No,3069,10,3,2,Travel_Rarely,Male,258096.6367346939
No,Research & Development,Manufacturing Director,No,10435,18,3,3,Travel_Rarely,Female,877562.2040816327
No,Research & Development,Healthcare Representative,No,4148,14,3,2,Non-Travel,Female,348838.33469387755
No,Research & Development,Manufacturing Director,No,5768,4,3,2,Travel_Rarely,Male,485077.02857142856
No,Research & Development,Manufacturing Director,No,5042,9,3,2,Travel_Frequently,Female,424021.9102040816
No,Research & Development,Manufacturing Director,No,5770,10,4,2,Travel_Rarely,Female,485245.2244897959
No,Research & Development,Manufacturing Director,Yes,7756,5,3,3,Travel_Rarely,Female,652263.7714285714
Yes,Sales,Sales Executive,No,10306,13,1,3,Travel_Rarely,Male,866713.5673469388
No,Research & Development,Research Scientist,No,3936,8,2,1,Travel_Rarely,Female,331009.56734693877
No,Research & Development,Manufacturing Director,Yes,7945,4,4,3,Travel_Rarely,Female,668158.2857142857
No,Human Resources,Human Resources,Yes,5743,10,4,2,Travel_Frequently,Male,482974.5795918367
No,Research & Development,Manager,No,15202,2,4,4,Travel_Frequently,Male,1278457.1755102042
Yes,Sales,Sales Executive,Yes,5440,2,4,2,Travel_Rarely,Male,457492.89795918367
No,Research & Development,Research Scientist,Yes,3760,6,4,1,Travel_Frequently,Female,316208.32653061225
No,Research & Development,Research Scientist,No,3517,3,3,1,Travel_Rarely,Female,295772.5224489796
No,Research & Development,Research Scientist,No,2580,4,4,1,Travel_Frequently,Male,216972.73469387754
Yes,Research & Development,Laboratory Technician,Yes,2166,4,1,1,Travel_Rarely,Male,182156.17959183673
No,Sales,Sales Executive,No,5869,5,3,2,Travel_Rarely,Male,493570.9224489796
No,Research & Development,Healthcare Representative,No,8008,3,1,3,Travel_Rarely,Female,673456.4571428571
No,Research & Development,Manufacturing Director,No,5206,7,3,2,Travel_Frequently,Male,437813.9755102041
No,Research & Development,Manufacturing Director,No,5295,5,2,2,Travel_Rarely,Male,445298.693877551
No,Research & Development,Research Director,No,16413,4,2,4,Travel_Rarely,Female,1380299.8040816328
No,Research & Development,Research Director,No,13269,14,1,3,Travel_Rarely,Female,1115895.8204081634
No,Sales,Sales Representative,No,2783,2,3,1,Travel_Rarely,Female,234044.62040816326
No,Research & Development,Research Scientist,No,5433,11,2,2,Travel_Rarely,Female,456904.21224489796
No,Research & Development,Laboratory Technician,No,2013,4,2,1,Travel_Rarely,Male,169289.1918367347
No,Research & Development,Healthcare Representative,Yes,13966,15,3,4,Travel_Rarely,Female,1174512.0979591836
No,Research & Development,Manufacturing Director,No,4374,3,3,2,Non-Travel,Female,367844.47346938774
No,Research & Development,Healthcare Representative,No,6842,5,1,2,Travel_Rarely,Male,575398.2367346939
No,Research & Development,Manager,No,17426,10,3,4,Travel_Rarely,Female,1465491.036734694
No,Research & Development,Research Director,No,17603,14,3,4,Travel_Rarely,Male,1480376.3755102041
Yes,Sales,Sales Executive,Yes,4581,11,4,2,Travel_Frequently,Male,385252.7510204082
No,Research & Development,Research Scientist,No,4735,13,4,2,Travel_Frequently,Male,398203.8367346939
No,Sales,Sales Executive,Yes,4187,10,2,2,Travel_Rarely,Male,352118.1551020408
No,Sales,Sales Executive,No,5505,6,4,2,Travel_Rarely,Male,462959.2653061224
No,Research & Development,Research Scientist,No,5470,9,2,2,Travel_Rarely,Male,460015.8367346939
No,Sales,Sales Executive,No,5476,10,4,2,Travel_Rarely,Female,460520.4244897959
No,Research & Development,Laboratory Technician,Yes,2587,2,1,1,Travel_Rarely,Female,217561.42040816328
No,Research & Development,Laboratory Technician,No,2440,4,2,1,Travel_Frequently,Female,205199.02040816325
No,Sales,Manager,No,15972,3,2,4,Travel_Rarely,Female,1343212.6040816326
